question,answer,category
What is the School of Journalism and Digital Media?,It is the faculty dedicated to training journalists and media professionals located in Kanifing.,General
Are there research centers at UTG?,Yes centers include the Centre for Transitional Justice and the Centre for Sustainable Development.,General
What is the University's logo symbolism?,"The logo features a torch and an open book, symbolizing the light of knowledge and academic exploration.",General
Does UTG have an official anthem?,Yes the university anthem is played at formal ceremonies such as matriculation and convocation.,General
What is the "Service to Community" requirement?,It is a mandatory component where students engage in projects that benefit the local Gambian society.,General
Who manages the University's finances?,The Director of Finance oversees the university's budgetary and financial operations.,General
Is there a guest house for visiting lecturers?,Yes UTG maintains limited residential facilities for visiting international scholars.,General
What is the "American Corner" at UTG?,It is a partner resource center that provides students with access to research materials and English language resources.,General
How can I contact the General Administration?,The administration can be reached via email at info@utg.edu.gm or at the Kanifing Campus offices.,General
What is the role of the University Relations Directorate?,"The Directorate manages the university's public image, media relations, and official communications.",General
Does UTG have an official motto in Latin?,No the official motto is provided in English as Knowledge Truth and Development.,General
What is the "Think Tank" unit at UTG?,It is a policy research group that provides evidence-based advice to the Gambian government on national issues.,General
How does UTG support the United Nations Sustainable Development Goals?,The university integrates SDG targets into its research framework and community outreach programs.,General
What is the legal authority for UTG degrees?,"Degrees are conferred under the authority of the University Senate, as empowered by the UTG Act of 1999.",General
Is the Vice Chancellor appointed or elected?,The Vice Chancellor is appointed by the Governing Council following a competitive selection process.,General
What is the significance of the Brikama Campus?,"Historically, Brikama served as the primary base for the School of Education and the School of Arts and Sciences.",General
Does UTG have a presence in the Upper River Region?,UTG reaches the URR through its distance learning initiatives and periodic community research projects.,General
What is the "University Crest"?,It is the official seal used on all formal documents and degree certificates to signify authenticity.,General
How is the University of The Gambia funded?,"Funding comes from government subventions, student tuition fees, research grants, and private partnerships.",General
Does UTG have a career services office?,Yes the university provides guidance to students on job placements and internship opportunities.,General
What is the "Chancery Building" at Faraba Banta?,It serves as the main administrative heart of the new campus housing senior management offices.,General
Does UTG host international academic conferences?,"Yes, the university frequently hosts regional summits and international symposiums on topics like climate change and law.",General
What is the role of the Internal Audit department?,It ensures financial transparency and compliance with institutional regulations across all campuses.,General
Who is the current Deputy Vice Chancellor for Academic Affairs?,This position is held by a senior academic responsible for overseeing all teaching and learning standards.,General
Does UTG have an office for Gender Studies?,Yes the university promotes gender equity through its specialized research and advocacy units.,General
What is the "Quality Assurance" unit?,It is the department responsible for monitoring and evaluating the standard of academic delivery at UTG.,General
How does UTG interact with the Ministry of Higher Education?,"UTG operates as an autonomous institution under the oversight of the Ministry (MoHERST), aligning with national education goals.",General
What is the "UTG Alumni Association"?,It is a network of former students that supports the university through mentorship and fundraising.,General
Does UTG offer short-term professional courses?,"Yes, through various schools, the university offers certificate and diploma courses for professional development.",General
What is the "Koha" system at the library?,It is the open-source integrated library system used by UTG to manage its book collections and digital catalog.,General
How many students graduated in the last convocation?,"While numbers vary, the university typically graduates over 1,000 students annually across all disciplines.",General
What is the "Science Park" concept at Faraba Banta?,"It is a planned area for industrial research, innovation, and collaboration between the university and the private sector.",General
Does UTG have a staff union?,Yes the University of The Gambia Faculty and Staff Association (UTGFSA) represents the interests of employees.,General
What is the "University Bulletin"?,It is a periodic publication that highlights recent news and academic achievements within the UTG community.,General
Is there an official UTG radio station?,"The School of Journalism is developing broadcast facilities, though it currently utilizes partner community stations.",General
What are the "Peace Huts" used for?,"They are traditional-style shaded structures used as student meeting points, study areas, and social spaces.",General
Does UTG offer consultancy services?,"Yes, university experts provide professional consultancy to government agencies and private organizations.",General
What is the role of the Dean of Students?,The Dean oversees student welfare and coordinates the activities of student organizations.,General
How does UTG manage its environmental footprint?,"The new Faraba Banta campus incorporates sustainable designs, including solar power and green landscaping.",General
What is the "Directorate of Research"?,It is the administrative body that coordinates all research activities and grant applications for the university.,General
Does UTG have a formal partnership with the MRC?,Yes the university collaborates with the Medical Research Council on health research and student training.,General
What is the "WASCAL" program at UTG?,"It is a West African research center focused on climate change and adapted land use, hosted at the university.",General
Who handles university procurement?,The Procurement Unit manages the acquisition of goods and services in accordance with national laws.,General
Does UTG provide bus services for staff?,Yes the university operates a fleet of vehicles to transport staff to the various campus locations.,General
What is the "Matriculation Oath"?,"It is a formal pledge taken by all new students to uphold the rules and values of the university.",General
Is there a legal clinic at the university?,Yes the Faculty of Law operates a legal clinic to provide students with practical experience and serve the public.,General
What is the "University Council Chamber"?,It is the formal boardroom where the Governing Council meets to make high-level policy decisions.,General
How does UTG support local culture?,"Through the School of Arts and Sciences, the university conducts research and documentation of Gambian heritage.",General
What is the "Planning and Development" unit?,This department manages the physical expansion and long-term infrastructural goals of the university.,General
Does UTG have an ICT Helpdesk?,Yes a dedicated support team provides technical assistance to students and staff regarding the portal and Wi-Fi.,General
What is the "Senior Management Team" (SMT)?,It is a committee of top officials who manage the day-to-day operations of the university.,General
How is the university calendar determined?,The University Senate sets the academic dates for semesters and examinations annually.,General
Does UTG have a policy on academic freedom?,Yes the university upholds the right of scholars to conduct research and teach without undue interference.,General
What is the "Convocation Gown"?,"It is the formal academic regalia worn by students and faculty during the graduation ceremony.",General
Who is the University Librarian?,The Librarian is the head official responsible for managing all library resources and information services.,General
Does UTG have a presence at the Trade Fair?,"Yes, the university often showcases its programs and research innovations at the national trade fair.",General
What is the "University Motto" in local languages?,"While official in English, the values of Knowledge, Truth, and Development are translated informally for outreach.",General
How does UTG ensure student safety?,The university employs a 24-hour security force and coordinates with the national police for campus safety.,General
What is the "Digital Library" initiative?,It is a project to digitize Gambian academic works and provide remote access to international databases.,General
Does UTG offer sports scholarships?,"While limited, the university supports student-athletes who represent UTG in national and regional competitions.",General
What is the "Vice Chancellor's Annual Report"?,A document summarizing the university's financial and academic performance for the preceding year.,General
Who is the patron of the UTG Students' Union?,The Vice Chancellor serves as the patron and primary advisor to the student government.,General
Does UTG have a link with the Gambian Diaspora?,"Yes, the university engages with Gambian scholars abroad for guest lectures and research collaboration.",General
What is the "Lot 1" project at Faraba Banta?,"It refers to the first phase of buildings completed at the new campus, including the Schools of Business and Education.",General
How does UTG celebrate its anniversary?,The university occasionally holds special lectures and community events to mark its founding in 1999.,General
What is the "Research Ethics Committee"?,A body that reviews all research proposals to ensure they meet international ethical standards.,General
Does UTG have a language center?,"Yes, the university offers language training in French, Arabic, and other local and international languages.",General
What is the "University Archive"?,A repository that preserves historical documents and records related to the founding and growth of UTG.,General
How many semesters are in an academic year?,There are two main semesters plus an optional summer session for specific courses.,General
What is the "MDI Road" campus?,This is a common name for the Kanifing Campus which is shared with the Management Development Institute.,General
Does UTG have a physical presence in Banjul?,"Yes, the School of Medicine is located in Banjul to stay close to the national teaching hospital.",General
What is the "UTG Digital Transformation" plan?,A multi-year strategy to modernize all university processes using advanced ICT solutions.,General
Who is the Dean of the School of Arts and Sciences?,The Dean is the senior academic administrator responsible for the faculty of arts and sciences.,General
Does UTG participate in national policy making?,"Yes, university faculty often serve on national committees and advisory boards for the government.",General
What is the "Convocation Booklet"?,A publication released during graduation containing the names of all graduands and university highlights.,General
How does UTG manage its alumni database?,The Alumni Relations office maintains a records system to stay in touch with graduates globally.,General
What is the "Faraba Banta Master Plan"?,A comprehensive blueprint for the development of the university's flagship campus.,General
Does UTG have a school for Agriculture?,"Yes, the School of Agriculture and Environmental Sciences is a key faculty at UTG.",General
What is the "Directorate of Academic Affairs"?,The unit that coordinates curriculum development and academic policy implementation.,General
Who chairs the University Senate?,The Vice Chancellor is the ex-officio chairman of the Senate.,General
Does UTG have an international relations office?,Yes it manages the university's foreign partnerships and international student recruitment.,General
What is the "UTG Foundation"?,A philanthropic arm designed to seek external funding and support for university projects.,General
How does UTG support student entrepreneurs?,"Through innovation hubs and business competitions, the university encourages students to start their own ventures.",General
What is the "Academic Handbook"?,A comprehensive guide provided to students containing university regulations and course descriptions.,General
Is there a mosque on the Faraba Banta campus?,"Yes, prayer facilities are provided to cater to the spiritual needs of the campus community.",General
What is the "Directorate of Finance"?,The office responsible for all financial transactions and accounting within the university.,General
Does UTG have a press unit?,"The University Relations office manages official press releases, but there is a student-led press club.",General
What is the "Orientation Week"?,The first week for new students to familiarize themselves with campus life and academic expectations.,General
Who is the current Dean of the School of Graduate Studies?,The senior academic responsible for the oversight of all postgraduate research and programs.,General
Does UTG provide internet access to all students?,"Yes, students receive Wi-Fi credentials upon registration and payment of the technology fee.",General
What is the "University Board of Studies"?,A committee that reviews and recommends new courses and academic changes.,General
How does UTG handle student complaints?,"Grievances are managed through the Faculty Officers, Dean of Students, and a formal appeals process.",General
What is the "Service to the Nation" award?,An recognition given to faculty or students who contribute significantly to Gambian society.,General
Does UTG have a research journal?,The university publishes several departmental journals including the Gambia Law Review.,General
What is the "Chief Accountant's Office"?,The primary office for processing student fee payments and financial documentation.,General
How does UTG interact with local industry?,"Through internships and industry-led workshops, the university aligns its teaching with job market needs.",General
What is the "University Seal"?,A physical stamp used on degree certificates to verify they are official and authentic.,General
Does UTG have a staff development policy?,"Yes, the university provides opportunities for staff to pursue further studies and professional training.",General
What is the "University Organogram"?,A diagram showing the hierarchy and reporting lines of the university administration.,General
How are final grades approved?,"Grades are first approved by Departmental and School Boards before final Senate approval.",General
What is the "University Endowment Fund"?,A fund created to support long-term academic excellence and scholarships.,General
Does UTG have a legal counsel?,"Yes, the university employs legal experts to handle its corporate and legal affairs.",General
What is the "Annual Research Fair"?,An event where students and faculty showcase their latest research findings to the public.,General
How does UTG support the health sector?,"By training the vast majority of the country's doctors, nurses, and health administrators.",General
What is the "University Prospectus"?,A publication for prospective students detailing programs and campus life.,General
Does UTG have a student parliament?,"Yes, the UTG Students' Union has a legislative body called the Student Representative Council (SRC).",General
What is the "Vice Chancellor's Excellence Award"?,An award given to top-performing students and staff for outstanding achievements.,General
How does UTG ensure exam integrity?,"Through strict invigilation rules, external moderation, and a zero-tolerance policy for malpractice.",General
What is the "University Convocation Square"?,A designated area at the Faraba Banta campus for large formal gatherings.,General
Does UTG collaborate with the Ministry of Health?,"Yes, especially through the School of Medicine for clinical training and public health research.",General
What is the "Registrar's Directorate"?,The administrative hub for student admissions and academic records.,General
How does UTG promote local languages?,"The university offers courses in Gambian languages and linguistics within the Arts faculty.",General
What is the "University Strategic Planning Committee"?,A body responsible for setting the five-year goals and objectives of UTG.,General
Does UTG have a presence at the Independence Day parade?,"Yes, students and staff often participate in the national celebrations.",General
What is the "University ICT Policy"?,A set of rules governing the use of computers and internet resources on campus.,General
How are student transcripts protected?,"Transcripts are stored in a secure electronic database with physical backups in the Registrar's office.",General
What is the "University Procurement Committee"?,The body that reviews and approves large-scale purchases for the university.,General
Does UTG have a counseling center?,"Yes, the Dean of Students' office provides academic and personal counseling to students.",General
What is the "Directorate of Internal Audit"?,The unit that monitors internal processes to prevent waste and ensure accountability.,General
How does UTG support the farming community?,"Through agricultural research and outreach conducted by the School of Agriculture.",General
What is the "University Lecture Series"?,A program of public talks given by prominent scholars and visiting experts.,General
Does UTG have a policy on plagiarism?,"Yes, the university uses software and strict academic rules to prevent and penalize plagiarism.",General
What is the "School of Information and Communication Technology" (SICT)?,"The faculty dedicated to training students in computer science, software, and networking.",General
How does UTG contribute to the legal system?,"By training the country's legal professionals and conducting research on Gambian law.",General
What is the "University Estates Department"?,The unit responsible for the maintenance and repair of campus buildings and facilities.,General
Does UTG provide specialized training for teachers?,"Yes, through the School of Education, which trains both primary and secondary teachers.",General
What is the "University Budget Committee"?,The group that allocates financial resources to the different schools and departments.,General
How does UTG handle international partnerships?,"Through the International Relations office, which signs Memorandums of Understanding (MoUs).",General
What is the "University Community Outreach" program?,A series of activities where the university provides services and knowledge to the local community.,General
Does UTG have a center for climate change?,"Yes, the university hosts several regional research projects focused on climate resilience.",General
What is the "University Board of Governors"?,An alternative term sometimes used to refer to the Governing Council.,General
How are administrative decisions made?,"Decisions are typically made through a committee system to ensure broad consultation.",General
What is the "University Research Ethics Board"?,A panel that ensures all student and faculty research is conducted ethically.,General
Does UTG have an official social media presence?,"Yes, the university uses platforms like Facebook and LinkedIn to share updates.",General
What is the "University Master Plan for ICT"?,A strategy to provide high-speed internet and modern labs to all campuses.,General
How does UTG support the business sector?,"By producing graduates in finance, marketing, and management who fuel the private sector.",General
What is the "University Admission Board"?,The committee that sets the criteria and approves the list of new students.,General
Does UTG have a program for senior citizens?,"The university offers mature entry routes for older students seeking higher education.",General
What is the "University Environmental Policy"?,A set of guidelines to ensure the university operates in an eco-friendly manner.,General
How does UTG celebrate student achievements?,"Through award ceremonies, dean's lists, and features in the university bulletin.",General
What is the "University Finance Committee"?,The body that monitors the university's income and expenditures.,General
Does UTG have a medical research center?,"The university collaborates with institutions like MRC and EFSTH for medical research.",General
What is the "University Staff Handbook"?,A document detailing the rights and responsibilities of university employees.",General
How does UTG promote national unity?,"By bringing students from all regions and ethnic groups together in a diverse learning environment.",General
What is the "University Strategic Development Fund"?,A fund dedicated to the physical expansion and modernization of campus facilities.,General
Does UTG offer scholarships for graduate students?,"Specific research projects often include funding for Master's and PhD candidates.",General
What is the "University ICT Unit"?,The technical team that manages the servers and network infrastructure.,General
How does UTG handle emergency situations?,"The university has a safety protocol coordinated by the security and administration teams.",General
What is the "University Academic Calendar Committee"?,The group that plans the dates for the school year to avoid conflicts.,General
Does UTG have a center for peace and conflict studies?,"The university conducts research on regional peace and security through various faculties.",General
What is the "University Student Handbook"?,The primary guide for students on academic rules and campus life.,General
How does UTG support the engineering sector?,"By offering degrees in telecommunications and computer engineering through the ICT school.",General
What is the "University Development Office"?,The department that seeks to expand university resources and facilities.,General
Does UTG have a legal department?,"Yes, the university has a legal office to handle contracts and institutional litigation.",General
What is the "University Press Release"?,An official statement issued to the media regarding university news.,General
How does UTG encourage research among students?,"Through mandatory final year dissertations and student research symposiums.",General
What is the "University Library Committee"?,A group that decides on the purchase of new books and digital resources.,General
Does UTG have a center for sustainable development?,"Yes, it coordinates research on environmental and economic sustainability.",General
What is the "University Alumni Networking" event?,A regular gathering for graduates to meet and discuss career opportunities.,General
How does UTG manage student records?,"Records are kept in a centralized digital system managed by the Registrar's office.",General
What is the "University Planning Unit"?,The office that develops the roadmap for the university's future growth.,General
What is the official motto of the University of The Gambia?,"The university's motto is 'Knowledge, Truth, Development' (Scientia, Veritas, Ipsum).",General
Who is the current Chancellor of the University?,"The Chancellor of the University is His Excellency, President Adama Barrow.",General
Who serves as the Vice Chancellor in 2026?,"Professor Herbert Robinson serves as the Vice Chancellor, leading the university's strategic and academic direction.",General
What is the university's "Vision Statement"?,"To be the powerhouse for the transformation of The Gambia through the creation, application, and transfer of knowledge.",General
How many students were enrolled in the 2025/2026 second semester intake?,"UTG enrolled 1,752 students out of 2,285 applications, with a notable majority being female students (1,021).",General
What are the "Three Pillars" of the university's mission?,"The three main pillars are Teaching and Learning, Knowledge Production, and Service to the Community.",General
What is the role of the "University Senate"?,"The Senate is the supreme academic body responsible for governing academic affairs, policies, and procedures.",General
What is the "University Governing Council"?,"The highest administrative body that provides oversight and support to the university management and strategic activities.",General
Who is the Deputy Vice Chancellor (DVC) for Teaching and Learning?,"Professor Kayode S. Adekeye is the DVC responsible for academic policies, curriculum, and student success.",General
What is the function of the "Chief Director of Operations"?,"Dr. William Jabang serves in this role, overseeing all non-academic, administrative, and logistical functions.",General
What is the "Centre of Excellence for Transitional Justice"?,"A specialized center supported by UNDP that provides training and research on justice and sustainable peace in The Gambia.",General
Which building is named after the late Vice President Alieu Badara Joof?,"The ultra-modern central library at the Faraba Banta Campus, which has a seating capacity for 1,200 students.",General
When was the University of The Gambia officially established?,"The university was established in March 1999 by an Act of the National Assembly of The Gambia.",General
What is the "CIFAL" Centre at UTG?,"An International Training Centre for Authorities and Leaders established in partnership with UNITAR.",General
Does UTG have a patent-holding faculty?,"Yes, for instance, lecturer Lamin BS Dibba secured an international patent for a Toxoplasmosis Diagnosis System in 2026.",General
What is the significance of "Lot 1" and "Lot 2" at Faraba Banta?,"These are the two major completed phases of the new campus, housing eight schools, the library, and the Chancery.",General
What is the requirement for the Diploma in Data Science?,"Applicants usually need a minimum of three credits, including Mathematics.",Admission
Is there an application fee for the Access Programme?,Yes the application fee for the Access Programme is typically the same as the undergraduate fee.,Admission
Does UTG provide a prospectus for new applicants?,"Yes, a digital prospectus detailing all programs and requirements is available on the university website.",Admission
What is the "Matriculation Number"?,"It is a unique identifier assigned to every student upon completion of the admission and registration process.",Admission
Can I change my choice of major before the application deadline?,"Yes, if the application has not been formally submitted, you can modify your choices on the portal.",Admission
What should I do if my bank payment does not reflect on the portal?,"You must present your bank teller to the Accounts Office at the Kanifing Campus to manually verify the transaction.",Admission
Does UTG offer any partial admission for students with only four credits?,"No, students with fewer than five credits are typically referred to the Access Programme.",Admission
Is the result verification fee paid annually?,"No, it is a one-time fee paid during the application or initial registration phase.",Admission
What is the requirement for the MSc in International Relations?,"A first degree in a related field (Political Science, Law, History) with a minimum CGPA of 3.00.",Admission
Are international Master's students required to pay in USD?,"Yes, all fees for international students, including application fees, are quoted and payable in USD.",Admission
What is the "Admissions Board"?,"It is the committee responsible for setting the selection criteria and approving the final list of admitted students.",Admission
Can I apply for admission through a proxy?,"The application is online and must be filled out by the candidate; however, bank payments can be made by anyone on your behalf.",Admission
What is the "Credit Transfer" policy?,"Students coming from other recognized universities can have their previous credits evaluated for exemption from certain courses.",Admission
Does the university admit students in the summer session?,"No, the summer session is primarily for existing students; new students are only admitted in the first and second semesters.",Admission
How many copies of the reference letters are needed for graduate school?,Usually two signed letters must be uploaded to the portal as part of the application packet.,Admission
"What is the ""Admissions Office"" address?",The Admissions Office is located within the Administration Block at the Kanifing Campus on MDI Road.,Admission
Can I apply for a program that is not listed on the portal?,"No, only programs currently open for intake will be visible in the dropdown menu on the application form.",Admission
Does UTG accept the SAT or ACT for international student admission?,"International results are evaluated on a case-by-case basis, but standard high school leaving certificates (like WASSCE) are preferred.",Admission
What is the requirement for the Diploma in Cyber Security?,A minimum of three WASSCE credits including English or Mathematics.,Admission
Can I apply for a Master's degree if I am currently in my final year of Bachelor's?,"Yes, you can apply for ""pending graduation"" status, provided you submit your final transcript before the start of the program.",Admission
What is the "Selection List"?,"It is the official list of candidates who have been offered admission, usually published on the university notice boards and portal.",Admission
Are there separate requirements for the School of Agriculture?,"Applicants must have a credit in Agricultural Science or Biology in addition to the core requirements.",Admission
How do I print my admission letter?,"Once admitted, log into the student portal using your application credentials and click the ""Admission Letter"" link.",Admission
What is the "Application Receipt"?,"It is the electronic confirmation generated by the portal after you successfully submit your online form.",Admission
Can I use my ECOWAS biometric passport for the application?,Yes a valid ECOWAS passport is a standard and preferred document for the ID requirement.,Admission
Is the result verification mandatory for all students?,"Yes, it is a mandatory quality assurance measure to ensure the validity of all entry qualifications.",Admission
"What is the ""Admission Inquiry"" email?",All admission-related questions can be sent to admissions@utg.edu.gm.,Admission
Can I be admitted into the second year of a degree program?,"Only transfer students with equivalent credits from a recognized institution may be admitted into higher levels.",Admission
What is the requirement for the BSc in Information Systems?,"Five WASSCE credits including English and Math, with a preference for science or technical subjects.",Admission
Does the university admit students with a GED?,"International equivalencies like the GED are reviewed by the Registrar's Office for compatibility with Gambian standards.",Admission
"What is the ""Registrar's Office"" role in admission?",The Registrar oversees the entire admissions process and signs all official admission letters.,Admission
How can I reset my portal password if I forget it?,"You can use the ""Forgot Password"" link on the portal or contact the ICT helpdesk for a reset.",Admission
Does UTG offer admission on a ""rolling"" basis?,"No, applications are processed in batches following the specified semester deadlines.",Admission
What is the requirement for the PhD in Public Administration?,"A Master's degree in Public Administration or a related field with a strong CGPA and research proposal.",Admission
Can I apply for a scholarship before being admitted?,"Generally, you must have an admission offer or a pending application to be eligible for most university-linked scholarships.",Admission
What is the "Final Selection" phase?,"It is the stage where the university matches the number of qualified applicants with the available space in each department.",Admission
Is there a fee for changing my application after submission?,"Any changes requested after submission may attract a small administrative processing fee.",Admission
Does the university notify rejected applicants?,"While the university aims to update everyone, the publication of the final selection list is the primary indicator of status.",Admission
What is the "Registration PIN"?,"It is a code given to admitted students after they have paid their tuition fees to enable course registration.",Admission
How many international students does UTG admit annually?,"There is no fixed quota, but the university actively seeks to increase international enrollment each year.",Admission
What is the requirement for the Bachelor of Arts in History?,Five credits including English and a relevant social science subject like History or Government.,Admission
Can I apply for a program if I am a staff member of UTG?,"Yes, staff members are encouraged to apply for further studies and may be eligible for tuition waivers.",Admission
What is the "Application Portal" web address?,The portal is accessed through the main website at www.utg.edu.gm under the Admissions tab.,Admission
What is the requirement for the Bachelor of Science in Economics?,"Five credits including English and Mathematics, with high marks in Mathematics preferred.",Admission
"Can I use a ""Late Admission"" window?",UTG sometimes opens a late application window for a few days after the deadline for an extra fee.,Admission
Does the university verify results for international students?,"Yes, international qualifications are verified through the respective national exam boards or embassies.",Admission
What is the requirement for the Advanced Diploma in Education?,"A valid teaching certificate or a relevant diploma with at least two years of teaching experience.",Admission
Can I apply for a Master's if I have a third-class degree?,"Admission for third-class holders is rare and usually requires a PGD and significant professional experience.",Admission
"What is the ""Admissions Committee"" of the Senate?",It is the academic body that oversees the standards and fairness of the admissions process.,Admission
How do I upload my passport photo to the portal?,"The photo must be a clear digital copy in JPEG format, showing the face against a plain background.",Admission
Can I pay my application fee at any Trust Bank branch?,"Yes, all branches of Trust Bank in The Gambia are authorized to receive UTG payments.",Admission
What happens if the portal is down on the deadline day?,"The university usually extends the deadline by 24 to 48 hours to accommodate technical issues.",Admission
Is there a residency requirement for admission?,No students from any part of the world are eligible to apply provided they meet the academic criteria.,Admission
"What is the ""Verification of Documents"" during registration?",It is the physical process where you present original certificates to the Admissions Office to confirm your online data.,Admission
Can I apply for a program during the summer session?,No applications are only accepted for the two main semesters of the academic year.,Admission
What is the requirement for the Bachelor of Science in Accountancy?,"Five credits including English and Math, with Accounting or Business Management being an advantage.",Admission
How can I obtain a copy of the application form?,The application form is entirely electronic and cannot be downloaded; it must be filled out on the portal.,Admission
Does UTG have an age limit for undergraduate students?,"There is no upper age limit for university admission, though the minimum age is generally 16.",Admission
"What is the ""Admission Status"" page?",It is a section on the student portal where you can see if your application is ""Pending"" ""Under Review"" or ""Admitted"". Admission
Can I apply for a Master's in Public Health (MPH)?,"Yes, the School of Medicine offers the MPH for graduates in health and social science fields.",Admission
What is the requirement for the Diploma in Fullstack Web Development?,"A minimum of three credits including Mathematics, or relevant experience in the tech industry.",Admission
Does the university accept NECO results from Nigeria?,Yes NECO results are accepted as an equivalent to WASSCE for West African applicants.,Admission
"What is the ""Registrar's Signature"" on admission letters?",It is the official mark of the university that validates the admission offer as authentic.,Admission
How do I provide my reference's contact details?,"During the graduate application, you must enter the name and email of your referees on the portal.",Admission
Can I apply for admission using a tablet or smartphone?,"Yes, the portal is mobile-friendly, though using a computer is recommended for better document uploading.",Admission
What is the "Admission List" publication date?,"The dates vary each semester but are usually announced via the university's social media and website.",Admission
Does the university offer admission to the Diploma in Law?,"Yes, the Faculty of Law offers a Diploma program for those who do not yet meet the LLB requirements.",Admission
What is the requirement for the PhD in International Relations?,"A Master's degree in a related field with a CGPA of 3.50 or higher and a research abstract.",Admission
"Can I apply for a ""Study Leave"" admission?",Candidates applying through their employers for study leave must still meet all standard UTG admission criteria.,Admission
What is the "Application Serial Number"?,"It is the number found on your bank receipt used to identify your payment during the online application.",Admission
How do I pay for the transcript verification of my previous university?,"Applicants must handle the fees required by their previous institution to send the transcript to UTG.",Admission
Does UTG have a quota for regional students?,"While it is a national university, UTG strives to ensure a diverse intake from all regions of The Gambia.",Admission
What is the requirement for the BSc in Mathematics?,"Five credits including a high grade in WASSCE Mathematics and a pass in Physics.",Admission
Can I use a scan of a photocopy of my results?,"No, the university requires clear scans of the original result slips or certificates for the online application.",Admission
"What is the ""Admissions Technical Support"" team?",A group of ICT staff dedicated to helping applicants who encounter errors during the online form filling.,Admission
